"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area";"Technology";"Data Type";"Grid connection";"Year";Electricity statistics (MW/GWh)
"Algeria";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Algeria";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Algeria";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Algeria";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Algeria";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Algeria";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Algeria";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Algeria";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Algeria";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Algeria";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Algeria";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Algeria";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Algeria";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";5846.2100
"Algeria";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";5630.0100
"Algeria";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";216.2000
"Algeria";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";25358.0000
"Algeria";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";25358.0000
"Algeria";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Algeria";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Algeria";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"Algeria";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"Algeria";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"Algeria";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Algeria";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";-
"Algeria";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";-
"Algeria";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";387.2000
"Algeria";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";171.0000
"Algeria";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";216.2000
"Algeria";"Oil";"Electricity Generation (GWh)";"All";"2000";773.0000
"Algeria";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";773.0000
"Algeria";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";5459.0100
"Algeria";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";5459.0100
"Algeria";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Natural gas";"Electricity Generation (GWh)";"All";"2000";24585.0000
"Algeria";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";24585.0000
"Algeria";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";-
"Algeria";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Algeria";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Algeria";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Algeria";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Algeria";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Algeria";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Algeria";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Algeria";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Algeria";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Algeria";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Algeria";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Algeria";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Algeria";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Algeria";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";40.1400
"American Samoa";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";38.5000
"American Samoa";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";1.6400
"American Samoa";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";169.5870
"American Samoa";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";167.5870
"American Samoa";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";2.0000
"American Samoa";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";40.1400
"American Samoa";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";38.5000
"American Samoa";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";1.6400
"American Samoa";"Oil";"Electricity Generation (GWh)";"All";"2000";169.5870
"American Samoa";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";167.5870
"American Samoa";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";2.0000
"American Samoa";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Natural gas";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"American Samoa";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"American Samoa";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"American Samoa";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"American Samoa";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"American Samoa";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"American Samoa";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Andorra";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";30.0000
"Andorra";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";30.0000
"Andorra";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Andorra";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";80.0000
"Andorra";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";80.0000
"Andorra";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Andorra";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Andorra";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Andorra";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Andorra";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"Andorra";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Andorra";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Andorra";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Andorra";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Andorra";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Andorra";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Andorra";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Andorra";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
